,Facility Name,Address/Phone Number,,Services ,Age minimum,"Amenities (Golf, Swimming)",Occupancy rate,Certificate,Pricing,
212,Oaks of Kissimmee,"320 N Mitchell ST, Kissimmee, FL 34741(407) 847-7200",,"Dietary services: onsite
 Housekeeping services: onsite
 Mental health services: onsite
 Nursing services: onsite
 Occupational therapy
 Additional activity services
 Pharmacy services
 Physical therapy
 Physician services
 Podiatry:",,,,medicare and medicaid,,
,,,,,,,,,,
213,Oaktree Healthcare,"650 Reed Canal Road, South Daytona, FL 32119(386) 767-4831",,"Retirement Communities, Alzheimer's Care & Services, Nursing & Convalescent Homes, Nursing Homes-Skilled Nursing Facility, Assisted Living & Elder Care Services",,,,medicare and medicaid,Daily Cost (Semi-Private Room),$161
,,,,,,,,,,
214,Oakwood Garden of Deland,"451 S Amelia Ave, Deland, FL 32720(386) 734-8614",,"long term care, skilled nursing",,,,medicare and medicaid,Daily Cost (Semi-Private Room),$165
,,,,,,,,,,
215,Okeechobee Health Care Facility,"1646 Highway 441 N, Okeechobee, FL 34972(863) 763-2226",,"rehab, long term care, memory care, sub acute care",,"holiday events, games, music, outdoor activities",97.27%,medicare and medicaid,Current Daily Rate ($) of Semi-Private Room :,$250.00
,,,,,,,,,,
216,Orange City Nursing and Rehabilitation Center,"2810 Enterprise RD, Debary, FL 32713(386) 668-8818",,"skilled nursing, long term care, rehab",,,,medicare and medicaid,Daily Cost (Private Room),$228
,,,,,,,,,Daily Cost (Semi-Private Room),$202
,,,,,,,,,,
217,Palace at Kendall Nursing and Rehabilitation Center,"11215 SW 84Th Street, Miami, FL 33173(305) 271-2225",,nursing and rehab,,"Magnificent, spacious gardens, Adult education class with current events, politics, & history discussions
 bullet Daily Exercise
 bullet Daily Happy Hour with entertainment
 bullet Bingo & other games
 bullet Computer Class
 bullet Blackjack, Bridge & Canasta
 bullet Live Performances in our theatre
 bullet Religious services
 bullet Outings to local restaurants and places of interest
 bullet Beauty salon & barber shop
 bullet Swimming pool with large patio
 bullet English bar
 bullet Walking path
 bullet Sundry store",,medicare and medicaid,Daily Cost (Private Room),$215
,,,,,,,,,Daily Cost (Semi-Private Room),$195
,,,,,,,,,,
218,Palmer Ranch Healthcare and Rehabilitation,"5111 Palmer Ranch Parkway, Sarasota, FL 34238(941) 926-7733",,"Independent Living
 Assisted Living
 Alzheimer's and Dementia Care
 Skilled Nursing
 Long-Term Care
 Rehabilitation Services
 Respite Care
 Hospice Care
 Adult Day Care Services",,"Comfortable living rooms and TV rooms
 Library and activities room
 Private dining room and catering services for special occasion
 Beautifully landscaped outdoor courtyards and grounds
 Laundry rooms with washers and dryers available for personal use
 Computer work stations
 Media rooms",,medicare and medicaid,Daily Cost (Private Room),$248
,,,,,,,,,Daily Cost (Semi-Private Room),$218
219,Palmetto Rehabilitation and Health Center,"6750 West 22Nd Court, Hialeah, FL 33016(305) 512-4688",,"rehab, orthopedic, skilled nursing, neurological, physical, speech and occupational threapy, wound care",,"activities, outings, entertainment",,medicare and medicaid,Daily Cost (Private Room),$210
,,,,,,,,,Daily Cost (Semi-Private Room),$205
,,,,,,,,,,
220,Palm Garden of Clearwater,"3480 Mcmullen Booth RD, Clearwater, FL 33761(727) 786-6697",,"senior housing, personal assistive care",,,,medicare and medicaid,Daily Cost (Private Room),$200
,,,,,,,,,Daily Cost (Semi-Private Room),$185
,,,,,,,,,,
221,Panama City Nursing Center,"924 W 13Th ST, Panama City, FL 32401(850) 763-8463",,"lab, dental, dietary, mental heaslth, nursing, physician, pediatry, vocational, xray",,,94%,medicare and medicaid,Daily Cost (Private Room),$180
,,,,,,,,,Daily Cost (Semi-Private Room),$175
222,Pinecrest Rehabilitation Center,"13650 NE 3Rd Court, North Miami, FL 33161(305) 893-1170",,"ortho and spine, rehab, hearty and vascular, cancer, neuroscience, trauma, neurology, gastroentrology",,,,medicare and medicaid,Daily Cost (Semi-Private Room),$180
,,,,,,,,,,
,,,,,,,,,,
223,Plantation Bay Rehabilitation Center,"4641 Old Canoe Creek Road, Saint Cloud, FL 34769(407) 892-7344",,"chronic health conditions, long term care",,,,medicare and medicaid,Daily Cost (Private Room),$170
,,,,,,,,,Daily Cost (Semi-Private Room),$160
,,,,,,,,,,
224,Ponce Plaza Nursing & Rehabilitation Center,"335 SW 12 Avenue, Miami, FL 33130(305) 545-6695",,"rehab, skilled nursing, medical care, long term care,",,"Entertainment
 Social and recreational activities
 Computer station
 Television in all rooms
 Dominos / Bingo / board games
 Field trips
 Pet therapy
 Music therapy
 Educational classes
 Personal care services
 Beauty care / barber shop / manicures
 Accommodations for couples",,medicare and medicaid,Daily Cost (Private Room),$275
,,,,,,,,,Daily Cost (Semi-Private Room),$205
225,Port Saint Lucie Nursing & Restorative Care Center,"7300 Oleander Avenue, Port Saint Lucie, FL 34952(561) 466-4100",,"VitalStim Therapy
 Nursing
 Pharmacy
 Rehabilitative Services & Out Patient Services
 Dietary and Nutrition Consultations
 Social Services
 Activities and Therapeutic Recreation",,"Housekeeping, Laundry, and Maintenance
 Beauty Shop/Barber Services
 Telephone – TV
 Mail, Newspaper, Flowers
 Hospice Services",,medicare and medicaid,Daily Cost (Private Room),$185
,,,,,,,,,Daily Cost (Semi-Private Room),$175
,,,,,,,,,,
226,Premier Place at the Glenview,"100 Glenview Place, Naples, FL 34108(239) 591-0011",,"Pain Management
 Exceptional staff to patient ratio
 Licensed nurses on staff 24 hours a day
 Patient activity programs
 Nutritional programs designed by a certified dietary manager
 
 Licensed laboratory services
 Fully Medicare-certified, Medicare and insurance counseling available",,Beauty and barber services,,medicare,,
,,,,,,,,,,
227,Pruitthealth - Santa Rosa,"5530 Northrop Road, Milton, FL 32570(850) 983-8888",,"skilled nursing, long term care",,,89%,medicare and medicaid,Daily Cost (Private Room),$225
,,,,,,,,,Daily Cost (Semi-Private Room),$216
228,Quality Health of North Port,"6940 Outreach Way, North Port, FL 34287(941) 426-8411",,"optometry, podiatry and audiology, rehab",,"arts and crafts to bingo, live music, board games, puzzles, pet therapy and more,",,medicare and medicaid,,
,,,,,,,,,,
,,,,,,,,,,
229,Regents Park of Jacksonville,"8700 A C Skinner Parkway, Jacksonville, FL 32256(904) 642-7300",,"Post-Acute Services
 Skilled Nursing Services
 Rehabilitation Programs
 Restorative and Long-Term Care
 Respite Care
 Palliative Care",,,,medicare and medicaid,,
,,,,,,,,,,
,,,,,,,,,,
230,Ridgecrest Nursing and Rehabilitation Center,"1200 North Stone Street, Deland, FL 32720(386) 734-4334",,"Ortho, cardiac and stroke rehab monitoring programPhysical, occupational and speech therapyOutpatient rehabilitationRN/LPN coverage 24 hours a day, 365 days a yearIV Therapy and TPNOutpatient dialysisLymphedema therapyWound care programPain management programFall reduction programDiabetic management programNeurologic careRegistered dietitian servicesDental, podiatry and eye careRecreational activities 7-days a weekRespite careHospice and end-of-life careMulti-lingual staff in English and SpanishSpa amenities availableDaily transportation",,,,medicare and medicaid,Daily Cost (Private Room),$225
,,,,,,,,,Daily Cost (Semi-Private Room),$210
231,Riverchase Care Center,"1017 Strong RD, Quincy, FL 32351(850) 875-3711",,long term care,,,,medicare and medicaid,Daily Cost (Private Room),$260
,,,,,,,,,Daily Cost (Semi-Private Room),$240
232,Riverfront Nursing and Rehabilitation Center,"105 15Th ST E, Bradenton, FL 34208(941) 747-8681",,"long-term care, constant monitoring and 24-hour-a-day availability of doctors, nurses and health care aides.24 hr Onsite RN Coverage, Alzheimer's, Dialysis, Pet Therapy, Respite, Therapeutic Spa",,,93.34%,medicare and medicaid,Daily Cost (Private Room),$230
,,,,,,,,,Daily Cost (Semi-Private Room),$220
,,,,,,,,,,
233,River Garden Hebrew Home for the Aged,"11401 Old Saint Augustine RD, Jacksonville, FL 32258(904) 260-1818",,"24-hour on-call RN availability, Provide coordination of services needed to help clients remain in their own homes
Initial assessment and ongoing case assessments
Symptom/condition review
Medication management
Evaluation of living arrangements, support systems and home safety
Care coordination between service providers and clients
Ongoing contact with clients and families
Health education and counseling",,"Chair Exercises, Crafts
Board Games
Bingo
Painting
Ceramics
Fishing
News & Trivia
Baking & Cooking
Music Entertainment
Intergenerational Programs",,medicare and medicaid,Daily Cost (Private Room),$257
,,,,,,,,,Daily Cost (Semi-Private Room),$242
,,,,,,,,,,
234,Riverside Care Center,"899 NW 4Th Street, Miami, FL 33128(305) 326-123",,"dialysis, specialtiy care, rehab, Rehabilitation Therapists (providing PT, OT and SLT)
Respiratory Therapists
Psychological/Psychiatric Services
Dietary Technician and Consulting Dietitian",,,,medicare and medicaid,Daily Cost (Private Room),$210
,,,,,,,,,Daily Cost (Semi-Private Room),$195
,,,,,,,,,,
235,Riviera Health Resort,"6901 Yumuri Street, Coral Gables, FL 33156(305) 926-0960",,"Monitoring health needs, Functional assessment
Physical therapy
Occupational therapy
Speech therapy
Audiology
Vestibular rehabilitation
Neuropsychology with cognitive therapy
Back/spine programs
Wellness and patient education
Women’s specialized wellness
Post-joint replacement program
Sports medicine rehabilitation
IV Therapy
Wound care
Supervision of medications
Nutrition/specially crafted dietary programs
Respiratory therapy
Physical therapy
Speech therapy
Occupational therapy
Neuropsychology with cognitive therapy
Neuro rehabilitation/ Stroke/Dementia/Parkinson’s and others
Cardiac recovery
Computerized balance testing
Comprehensive muscle/skeletal assessment
Patient education and community integration program
Sports medicine rehabilitation",,,,medicare and medicaid,,
,,,,,,,,,,
236,Rohr Home,"2120 Marshall Edwards DR, Bartow, FL 33830(863) 519-757",,"Physical, Occupational and Speech Therapies, and 24-hr care.",,,,medicare and medicaid,Daily Cost (Semi-Private Room),$160
,,,,,,,,,,
237,Rosewood Manor,"3107 North H Street, Pensacola, FL 32501(850) 430-0500",,"nursing health, pharmacy, physician, occupational, speech and physical threapy",,,93%,medicare and medicaid,Daily Cost (Private Room),$235
,,,,,,,,,Daily Cost (Semi-Private Room),$200
,,,,,,,,,,
238,Royal Manor,"600 Business Parkway, Royal Palm Beach, FL 33411(561) 798-370",,"long-term care, constant monitoring and 24-hour-a-day availability of doctors, nurses and health care aides.",,,,medicare and medicaid,Daily Cost (Private Room),$215
,,,,,,,,,Daily Cost (Semi-Private Room),$195
,,,,,,,,,,
239,Royal Oak Nursing Center,"37300 Royal Oak Lane, Dade City, FL 33525(352) 567-3122",,"Physical Therapy, • Occupational Therapy
• Speech Therapy
• Respiratory Therapy
• IV Therapy
• Nutritional Therapy
• Recreational Activities
• Skilled Nursing Services",,various calendar activities,,medicare and medicaid,,
,,,,,,,,,,
,,,,,,,,,,
240,Saint Anthonys Hospital,"1200 7Th Ave N, Saint Petersburg, FL 33705(727) 825-1051",,"Behavioral (Mental) Health
Medical Services
Obstetrics (OB)
Pediatrics (Inpatient)
Surgical Services (Inpatient), Deformity Correction Center
 Occupational Health Center
Pain Clinic
 Center For Diabetes
 Cancer Care
Sports Medicine
Wound Care Clinic
",,,,medicare,,
,,,,,,,,,,
241,Samantha Wilson Care Center,"161A Marine Street, Saint Augustine, FL 32084(904) 829-3475",," Joint Replacement/Surgeries
• Amputations
• Arthritis Related Dysfunctions
• Neurological Disorders
• Cerebral Vascular Accidents (Strokes)
• Respiratory Disorders
• Post Hospital Deconditioning
• Dysphagia (Impaired Speech/Information Processing)
• Cognitive Impairments
• Wound Care and Healing
• Vestibular Rehabilitation (vertigo)
• Status Post Surgery, occupational and speech threapyassisted living",,"courtyard, pool, ",,medicare and medicaid,Daily Cost (Private Room),$185
,,,,,,,,,Daily Cost (Semi-Private Room),$175
,,,,,,,,,,
242,Sarasota Memorial Nursing and Rehabilitation Center,"5640 Rand Blvd, Sarasota, FL 34238(941) 917-4950",,"IV Therapies
Pharmacy Services (24 hours)
Physical Therapy
Speech Therapy
Occupational Therapy
Psychological Services
Exercise Classes
Hospice
Activities Held Seven Days-a-Week",,"Physical Fitness
Educational Programs
Arts and Crafts
Reading
Music
Cooking
Religious Services
Community Outings
Group and Community Programs
Beautician Services (2 days/week)
Socials and Special Events
Environment and Amenities",,medicare and medicaid,Daily Cost (Private Room),$210
,,,,,,,,,Daily Cost (Semi-Private Room),$190
,,,,,,,,,,
243,Signature Healthcare at the Courtyard,"2600 Forest Glen Trail, Marianna, FL 32446(850) 526-2000",,rehab and skilled nursing,,"outings such as bowling, shopping, fishing, boating, restaurant dining, and cookouts.  In-facility activities include interactive Wii sports, musical events, bingo, Resident Council meetings, and many special events celebrated with parties and get-togethers. memorial services, hospital visits, elder home visits ",,medicare and medicaid,Daily Cost (Private Room),$195
,,,,,,,,,Daily Cost (Semi-Private Room),$190
,,,,,,,,,,
244,Signature Healthcare of North Florida,"1083 Sanders Avenue, Graceville, FL 32440(850) 263-4447",,"clinical, mental, nursing, dietiary, occupational, physician, speech threapy",,,,medicare and medicaid,,
,,,,,,,,,,
,,,,,,,,,,
245,Signature Healthcare of Orange Park,"2029 Professional Center DR, Orange Park, FL 32073(904) 272-6194",,"speech, occupational, and physical therapy , clinical services, • 24-hr. On-call Physician
• Physical, Occupational, and Speech Therapies
• Outpatient Therapy
• Pulmonary Rehabilitation
• IV Administration
• Pain Management
• Post-surgical Care
• Certified Respiratory Therapist
• Wound Care
• Diabetic Care
• Hospice Care
• Respite (short-term) Care
• Restorative Nursing Care
• Therapeutic Recreation
• Enteral (tube) Feeding
• Tracheotomy Care
• Medication Administration
• Psychosocial Intervention
• Podiatry, Dental and Optometry Services
• Individual Nutrition Management
• A “Parkinson’s Proficient Community”",,"24-hour Pharmacy
• Complimentary Transportation to and from Outpatient Therapy
• Complimentary Transportation to Physician Appointments
• Annual Hall of Fame Café® Event
• Quality of Life Activities Program
• Facility Chaplain
• Multi-denominational Weekly Religious Services
• English, Spanish, Tagalog, and Creole Languages Spoken
• Lifeline Personal Emergency Response System Distributor
• Private Rooms Available
• Restaurant Style Dining
• Facility Van
• Beauty/Barber Shop
• Resident Council Program
• Family Council Program
• Volunteer Program
• Pet Therapy
• Bereavement Accommodations",,medicare and medicaid,,
,,,,,,,,,,
246,Silvercrest Manor,"910 Brookmeade Drive, Crestview, FL 32539(850) 682-1903",,rehab,,,,medicare and medicaid,Daily Cost (Private Room),$235
,,,,,,,,,Daily Cost (Semi-Private Room),$225
247,South Pointe Plaza Rehabilitation and Nursing Center,"42 Collins Avenue, Miami Beach, FL 33139(305) 672-1771",,"Baseline Services, 24 hour skilled nursing care
I.V. Therapy
Wound Care
Physical Therapy
Occupational Therapy
Speech Therapy
Hospice
Short term respite care
Long Term Nursing Care",,"Computers with internet access
Cable Television
Laundry Services
An on-site beautician
Assistance with all activities of daily living
A variety of Recreational Activities","96.2% occupancy rate, reported on July 30, 2014",medicare and medicaid,Daily Cost (Semi-Private Room),$195
,,,,Radiology - Diagnostic,,,,,,
,,,,,,,,,,
248,South Tampa Health and Rehabilitation Center,"4610 S Manhattan Ave, Tampa, FL 33611(813) 839-5311",,"physical, occupationa, speech, language threpay, pathology",,"reading, playing games, strolling outside, Musicians, Historians, Crafters, Bingo Players, Jewelry Designers, Game & Card Players, Trivia Enthusiasts",,medicare and medicaid,,
